Tipo|Medio General|Medio Específico|Título|Resumen|Fecha Emisión|Valorización|Cm2|Duración|Página|Personajes|Candidatos 2016|Tono|Mes Emisión
Televisión|RPP|Ampliación de Noticias - RPP|Entrevista al congresista Fredy Otárola (RPP TV)|Entrevista. El congresista Fredy Otárola se refirió sobre el panorama electoral con miras al 2016 y condenó los casos de transfuguismo que se dieron en el nacionalismo. En ese sentido, cuestionó que algunos exoficialistas se hayan integrado a las filas de Pedro Pablo Kuczynski y César Acuña. Tras comentar la sólida ubicación en las encuestas de Keiko Fujimori, destacó que la exalcaldesa Susana Villarán se haya sumado a la fórmula presidencial de Gana Perú. De otro lado, el también exministro subrayó que los estados de emergencia que han sido dictados por el Gobierno “están dando resultados”. “Se dio facultades a los gobiernos regionales sin mecanismos de control”, acotó. Asimismo, se preguntó qué hace la Contraloría General, esto al comentar la situación de Áncash. De otro lado, cuestionó que Keiko Fujimori -a través de sus voceros- Insulte a la pareja presidencial. “Pido a Keiko que deje de insultar”, anotó. En otro momento, el legislador, remarcó que el Jurado Nacional de Elecciones debe regularizar el tema de la propaganda política disfrazada.|26/12/2015|5007.86||1133||Fredy Rolando Otárola Peñaranda|Daniel Urresti Elera|Positivo|2015-12
Web|El Comercio|elcomercio.pe|Las fórmulas del 2016 - Hugo Guerra|En cuanto a Alfredo Barnechea, es mucho candidato para un partido querido pero maltratado como Acción Popular. Los demás postulantes pequeños, Ántero Flores-Aráoz, Renzo Reggiardo y Julio Guzmán quizá en el 2021 sean una opción...Así, solo quedan tres opciones razonables: PPK ofrece una alternativa interesante y viable, pese a la presencia de gente de tercer nivel en su lista. Keiko Fujimori es también atendible porque, aunque cueste decirlo, ella no es lo mismo que su corrupto padre. Además, cuenta con el apoyo de un hombre muy valioso como José Chlimper, aunque la participación de Vladimiro Huaroc es absurda, lo mismo que el maltrato a personalidades como Martha Chávez.|28/12/2015|5994.53||0||Hugo Guerra Arteaga|Daniel Urresti Elera|Negativo|2015-12
Medio Impreso|Nuevo Sol|Nuevo Sol|Villarán y el caso Bustíos|Luego de las críticas de sus adversarios, e incluso excolaboradores , por sumarse a la fórmula presidencial de Gana Perú, Susana Villarán defendió una vez más a Daniel Urresti del caso Bustíos.|23/12/2015|1534.1|290.02|0|2|Susana María del Carmen Villarán de la Puente|Daniel Urresti Elera|Neutro|2015-12
Web|El Comercio|elcomercio.pe|Castro: ""Lourdes ha dado una muestra de enorme desprendimiento""|Entrevista. Raúl Castro Stagnaro, presidente del Partido Popular Cristiano (PPC). (...) —En la elección del 2011, Acuña fue aliado político del PPC. ¿Cree que el ex alcalde de Trujillo usa a su universidad como plataforma política?.Sí, fuimos aliados de Alianza para el Progreso en el 2011, pero en ese entonces se mostraba básicamente como un partido regional con fortalezas en el norte del país, pero que no tenía en ese momento una intención o capacidad de tener un alcance nacional, que poco a poco lo ha ido desarrollando. Definitivamente, sí se está utilizando a la universidad César Vallejo como plataforma para el señor Acuña y, efectivamente, eso no es otra cosa que sacarle la vuelta a la ley.|28/12/2015|5994.53||0||Raúl Castro Stagnaro|Daniel Urresti Elera|Negativo|2015-12
Web|América TV|americatv.com.pe|Familia de Hugo Bustíos: ""Alianza Urresti - Villarán es nefasta""|Los familiares del asesinado periodista Hugo Bustíos se pronunciaron sobre la incorporación de la exalcaldesa de Lima Susana Villarán a la plancha presidencial de Daniel Urresti, candidato del Partido Nacionalista.|22/12/2015|1554.16||0||Sharmelí Bustíos Patiño|Daniel Urresti Elera|Negativo|2015-12
Medio Impreso|Correo|Correo|A la izquierda|Consultado sobre si la candidatura de Urresti apunta a la izquierda o a la derecha, Maciste Díaz, con un limitado filo político, comentó que ese tema deberían preguntárselo al ex ministro, pero juró que él camina hacia la izquierda. ¡Plop!|23/12/2015|143.46|15.1|0|4|Maciste Diaz Abad|Daniel Urresti Elera|Neutro|2015-12
Radio|Radio San Borja|San Borja Noticias -Tarde |Comentario del periodista Rubén Trujillo sobre las alianzas políticas (San Borja)|El periodista Rubén Trujillo sostuvo que Anel Townsend es la flamante primera vicepresidenta del candidato presidencial César Acuña. Agregó que la exalcaldesa Susana Villarán también será parte de la plancha presidencial de Daniel Urresti, quien postula por el Partido Nacionalista.|21/12/2015|207.58||194||Rubén Trujillo|Daniel Urresti Elera|Neutro|2015-12
Medio Impreso|La República|La República|Comandante General del Ejército rechaza tener alguna filiación política|Tras las críticas surgidas por la militancia de un hermano suyo en el Partido Nacional Peruano, el nuevo Comandante General del Ejército Peruano, Luis Humberto Ramos Hume, descartó ayer tener filiación en alguna organización política. ""Nunca he respondido temas políticos, no tengo filiación política de ningún tipo, siempre he cumplido las normas y disposiciones"", aseveró. (...) Por su parte, el ministro de Defensa, Jakke Valakivi, manifestó que la designación de Luis Ramos Hume en la Comandancia General del Ejército obedece a méritos propios. (...) El legislador fujimorista Carlos Tubino también advirtió que los cambios serían para apoyar la campaña electoral de Daniel Urresti.|27/12/2015|2865.2|500.81|0|14|Carlos Mario del Carmen Tubino Arias-Schreiber|Daniel Urresti Elera|Neutro|2015-12
Medio Impreso|Expreso|Expreso|""Humala rompió neutralidad, JNE debe llamarle la atención""|Una serie de comentarios vertidos por el presidente Ollanta Humala están causando polémica, ya que aparentemente habría continuado rompiendo la neutralidad a la que está obligado desde el momento en que convoca oficialmente a un proceso electoral. Tras sus primeras declaraciones, hubo un primer llamado de atención de parte del presidente del Jurado Nacional de Elecciones (JNE), Francisco Távara, quien demandó que todo el aparato estatal respete este principio establecido en la Ley Orgánica de Elecciones. Sin embargo, no hubo alusión directa a la actitud del mandatario. (...) Lo más reciente han sido las criticas del jefe de Estado al programa Agua Para Todos, que fuera inaugurado durante el segundo gobierno del expresidente Alan García, actualmente candidato a un nuevo mandato por la Alianza Popular. (...) El partido de Gobierno tiene su propio candidato a la presidencia, el exministro Daniel Urresti. ""Su candidato (Urresti) tiene todo el derecho de expresarse, criticar, impugnar los otros programas, pero no lo puede hacer el presidente de la República, porque el presidente representa a todos los peruanos"", señaló el jurista RaúI Chanamé..|25/12/2015|4683.29|763.69|0|5|Raúl Chanamé Orbe|Daniel Urresti Elera|Neutro|2015-12
Web|Correo|diariocorreo.pe|Susana y Anel, por las mujeres - Iván Slocovich|Alucinante ver a Susana Villarán en la plancha de Daniel Urresti, pues la autoproclamada defensora de las mujeres y constante denunciante de acciones de “violencia de género” ha terminado de brazo derecho de un personaje que se hizo conocido en la política peruana por unos tuits en los que llamaba “trampa”, “amante”, “querida” y “amiga cariñosa” a algunas damas a las que ojalá la exalcaldesa de Lima hubiera salido a defender.. Pero no solo Villarán ha dejado por los suelos su antigua prédica en favor de la mujer y los derechos humanos, lo cual ha generado el rechazo hasta de sus antiguos escuderos, que por suerte esta vez no han salido a culpar a la prensa por los errores de quien antes era su ídolo. Anel Townsend, la amiga de la exalcaldesa, también ha dado un paso similar -al vacío- al irse con César Acuña, quien ayer la presentó como integrante de su plancha presidencial..|22/12/2015|702.1||0||Susana María del Carmen Villarán de la Puente|Daniel Urresti Elera|Positivo|2015-12
Medio Impreso|La Razón|La Razón|En Twitter|Jorge del Castillo: Susana Villarán llamó traidor a Huaroc por irse con Keiko ahora ella se va con Urresti y los DD.HH?|22/12/2015|94.24|16.27|0|4|Jorge Alfonso Alejandro Del Castillo Galvez|Daniel Urresti Elera|Neutro|2015-12
Web|Correo|diariocorreo.pe|No cruzan palabras - Chiquitas|Lo curioso es que Nano Guerra aún no conversa con Lucho Castañeda, el dueño del circo, y todo apunta a que Luna será el que haga y deshaga la lista de candidatos al Congreso. ¡Ay, mamita!|23/12/2015|702.1||0||Maciste Diaz Abad|Daniel Urresti Elera|Neutro|2015-12
Web|Perú 21|peru21.pe|¿Y Hugo Bustíos, Sra. Villarán? - Luis Davelouis|Ahora sí, Susana. ¿Qué estaba pensando? ¿De verdad piensa que alguien puede creerse el cuento de que combatirá al fujimorismo y defenderá derechos humanos y democracia en la lista de un investigado por asesinato como Daniel Urresti, quien, además, carga con el mismo pragmatismo que ella dice repudiar en el fujimorismo? ¿Qué diría Hugo Bustíos? No hay que imaginarlo, ya sabemos lo que dice su familia.|22/12/2015|1874.83||0||Luis Davelouis Lengua|Daniel Urresti Elera|Negativo|2015-12
Televisión|RPP|Central de Informaciones |Congresista Martín Rivas se pronuncia sobre temas de coyuntura (RPP TV)|Despacho. El congresista Martín Rivas señaló que el recurso presentado por el Partido Nacionalista en el Poder Judicial era para que esta institución aclare algunas situaciones referidas a la renuncia de la vicepresidenta de la República, Marisol Espinoza, al nacionalismo. De otro lado, indicó que Daniel Urresti firmará el Pacto Ético Electoral una vez que sea elegido oficialmente como candidato del oficialismo. Por su parte, el parlamentario Yonhy Lescano también se refirió a la desestimación del Poder Judicial del recurso presentado por el nacionalismo en torno a la renuncia de Espinoza. Aseveró que estos temas no debería ser asuntos de demandas judiciales sino que el JNE debería pronunciarse.|17/12/2015|2143.7||485||Martín Rivas Texeira|Daniel Urresti Elera|Positivo|2015-12
Medio Impreso|Correo|Correo|¡Ay, la izquierda! - Mario Saldaña|Hace una semana nos preparábamos para sentenciar que la alianza APRA/PPC sería lo más extraño, polémico y criticable de esta campaña. Pero claro, nos olvidábamos de ese sector de la política peruana tan incoherente como disperso y cuasi inexistente electoralmente, y tan oportunista como camaleónico y advenedizo al momento de justificar cualquier posición, cualquiera, la que sea. Si lo de Vladimiro Huaroc con el fujimorismo y lo de Anel Townsend con Acuña encontraba la mayor parte de sustento en las necesidades (o acaso debilidades) de los candidatos presidenciales, la presencia de Susana Villarán en la plancha nacionalista junto con Daniel Urresti supera cualquier cálculo; y, lo que es peor, la defensa de tal decisión por parte de Nadine Heredia alcanza niveles indescriptibles. Pero, vamos a ver, lo de Urresti y Heredia se entiende.|22/12/2015|1214.62|127.09|0|11|Mario Saldaña Castro|Daniel Urresti Elera|Negativo|2015-12
Medio Impreso|Diario El Popular|El Popular|Villarán: Urresti no es culpable de caso Bustíos|La candidata a primera vicepresidenta del Partido Nacionalista, Susana Villarán, afirmó que Daniel Urresti no es el autor material ni mediato del asesinato del periodista Hugo Bustíos. “He dudado, pero tengo la convicción de que no es autor del crimen que se le imputa”, comentó en RPP Noticias. A las pocas horas, Sharmelí Bustíos Patiño, hija del periodista, indicó que “Villarán no es jueza para dar por inocente a Daniel Urresti”. “Dejemos que el Poder Judicial dé su veredicto, por algo hay un juicio oral en marcha. Por algo hay audiencias y nosotros seguimos el caso”, aseveró.|22/12/2015|651|208.2|0|7|Susana María del Carmen Villarán de la Puente|Daniel Urresti Elera|Positivo|2015-12
Medio Impreso|Diario El Popular|El Popular|Villarán reitera que confía en Urresti|La ex alcaldesa de Lima, Susana Villarán volvió a salir en defensa del candidato del Partido Nacionalista, Daniel Urresti, y respondió a quienes la han criticado por integrarse a su plancha presidencial.|23/12/2015|109.54|35.78|0|7|Susana María del Carmen Villarán de la Puente|Daniel Urresti Elera|Positivo|2015-12
Radio|Radio San Borja|San Borja Noticias -Tarde |Entrevista al especialista en narcotráfico Jaime Antezana (San Borja)|Entrevista. El especialista en narcotráfico Jaime Antezana aseguró que la narcopolítica en el Perú existe desde 1980. Añadió que a partir del 2006, el narcotráfico ha tenido candidatos propios en las elecciones para cargos públicos. Antezana remarcó que actualmente existe un postulante presidencial que viene del mundo del narcotráfico y que tiene posibilidades de ganar. Keiko Fujimori fue blindada para no ir al Congreso y explicar las presuntas irregularidades en los aportes a la campaña presidencial de Fuerza Popular en el 2011, remarcó el especialista.|15/12/2015|0||952||Jaime Antezana Rivera |Daniel Urresti Elera|Neutro|2015-12
Web|Correo|diariocorreo.pe|Hija de Bustíos a Villarán: Lamentable que se entierre de esa forma|Sharmelí Bustíos, hija del periodista asesinado Hugo Bustíos, lamentó que la exalcaldesa de la Municipalidad de Lima y candidata a la primera vicepresidencia del Partido Nacionalista, Susana Villarán, haya defendido al exministro Daniel Urresti, en el caso del crimen de su padre...En declaraciones para El Comercio, la hija del periodista señaló que es contradictorio que una persona de ""la talla de Susana Villarán"" se alíe con el ex titular del Interior. Agregó que la ex ministra de la Mujer ""no es juez para dar como inocente a Urresti"".|21/12/2015|702.1||0||Sharmelí Bustíos Patiño|Daniel Urresti Elera|Negativo|2015-12
Web|Trome|trome.pe|Pepitas|(...) PACTO. .Ayer se suscribió el Parco Ético Electoral convocado por el JNE. Urresti dijo que lo firmará cuando sea candidato. ¡Qué cosa!…|17/12/2015|1979.63||0||Angel Neyra Olaychea|Daniel Urresti Elera|Negativo|2015-12
Medio Impreso|La República|La República|Villancicos políticos de esta Navidad - Augusto Álvarez Rodrich|El final del año llega con Keiko Fujimori a la cabeza y la pelea por el segundo lugar entre Pedro Pablo Kuczynski y César Acuña, mientras los ex presidentes Alan García y Alejandro Toledo se van rezagando. (...) A su vez, con una imagen muy mellada por los narcoindultos, Alan García seguramente buscará –ahora en insólita sociedad con Lourdes Flores– revertir el empequeñecimiento de su candidatura (hoy en solo 5%, según GfK) exhibiendo liderazgo y habilidad en la movida electoral, mientras que un desconcertante Toledo –ya en 3%–, se desliza al pelotón de los candidatos hasta ahora menores como Verónika Mendoza (2%), Julio Guzmán (2%), Daniel Urresti (2%) y Renzo Reggiardo (1%).|20/12/2015|1904.86|241.48|0|7|Augusto Álvarez Rodrich|Daniel Urresti Elera|Neutro|2015-12
Web|Canal N|canaln.pe|Pablo Villanueva, 'Melochita', apoya la candidatura de Keiko Fujimori|El célebre comediante Pablo Villanueva, más conocido como 'Melcochita' anunció que apoyará a la lideresa de Fuerza Popular, Keiko Fujimori, en las próximas elecciones presidenciales.|24/12/2015|104|99.81|0||Pablo Villanueva Branda|Daniel Urresti Elera|Neutro|2015-12
Medio Impreso|Perú 21|Perú 21|Por favor, desconectar - Beto Ortiz|Hoy, sin embargo, como me tocaba escribir, sucumbí a la tentación, rompí el ayuno y me metí a curiosear qué había pasado en mi país en tan prolongada ausencia. (...) Me encontré con que sujetos de la catadura del nefasto Popy Olivera, el matacabros Ricardo Belmont y el tirapiedra Goyo Santos inscribieron sus candidaturas presidenciales. Con que la reina de las malaguas Susana Villarán es ahora la vice de Urresti, con que la suprema arribista Anel Townsend logró trepar hasta vice de Acuña y la regia de regias, la tremenda jueza Carolina Lizárraga, es la nueva amiwi de Forever Alone Guzmán. (...) Ya se sabe que la Constitución establece que cualquier huevada puede postular, pero tampoco se maleen así, por mi madre-.Qué papelón. Que el siniestro ministro de Justicia del Cholo Sagrado, el inenarrable Olivera, la haya librado después de sus archiconocidas tropelías y conspiraciones contra Beatriz Merino, contra Cipriani y contra medio Perú, que hayan pasado piolaza sus nunca investigadas movidas “empresariales” cuando era embajador en España , vaya y pase.|27/12/2015|7873.74|748.68|0|11|Humberto Martín Ortiz Pajuelo|Daniel Urresti Elera|Neutro|2015-12
Medio Impreso|Diario Uno|Diario Uno|Vero se enfrenta a la vieja política|La candidata presidencial Verónika Mendoza está en el Cusco, donde realiza una serie de actividades. Tuvo ayer un día ajetreado, sin descanso ni sosiego, pero productivo porque sostuvo diálogos con el pueblo en los que expuso su Plan de Gobierno, que contiene, en blanco y negro, principales compromisos electorales. (...) La La candidata izquierdista Verónika Mendoza dijo que los viejos políticos, como César Acuña, PPK y otros, solo ofrecen más de lo mismo y que, en vez de debatir los problemas fundamentales del país, prefieren bailar o repartir regalos. (...) Las otras juntas que llaman la atención son las que se manifiestan en la plancha de Pedro Pablo Kuczynski, que tiene a la exministra del Apra Mercedes Aráoz, quien fue apodada por la prensa como ""Miss Baguazo"" porque en el último gobierno de García dijo que el Tratado de Libre Comercio con los Estados Unidos estaba en peligro si mantenían unas leyes sobre la Amazonia que amenazaban los derechos de los pueblos nativos.|23/12/2015|11445.67|799.59|0|3|Susana María del Carmen Villarán de la Puente|Daniel Urresti Elera|Positivo|2015-12
Web|La República|larepublica.pe|Susana Villarán integra la plancha del nacionalismo|""¡Qué miedo les está dando esta plancha!"" Con esta expresión se presentó la ex alcaldesa de Lima Susana Villarán como flamante candidata a la primera vicepresidencia por el Partido Nacionalista Peruano (PNP) para los comicios del 2016. Ella acompañará al candidato Daniel Urresti en esta campaña cuyo objetivo es que el oficialismo pase la valla electoral...En tanto, el ex presidente regional de Huancavelica, Maciste Díaz, postulará a la segunda vicepresidencia.|21/12/2015|1014.43||0||Susana María del Carmen Villarán de la Puente|Daniel Urresti Elera|Positivo|2015-12
Web|Correo|diariocorreo.pe|Las planchas y el matón - Luis Alfonso Morey|Ver a Anel Townsend con César Acuña, a Susana Villarán con Daniel Urresti, a Lourdes Flores con Alan García, a Vladimiro Huaroc con Keiko Fujimori y a la excandidata aprista Mercedes Aráoz con Kuczynski demuestra que lo único que les interesa es llegar al poder, como sea y con quien sea. Los principios son dejados a un lado para juntarse con quien creen que más les conviene. Llama la atención también Nano Guerra (ex Yehude) de la manito con el cuestionado José Luna Gálvez. La mayor parte de planchas son un arroz con mango, una mezcla de oportunismo y falta de principios. En el caso de Ricardo Belmont, cuya candidatura presidencial es silenciada por la mayor parte de los medios, lo acompañan Iván Dibós y Marcos Ibazeta, personas intachables que demuestran coherencia, cosa rara en estos tiempos.|24/12/2015|702.1||0||Luis Alfonso Morey|Daniel Urresti Elera|Negativo|2015-12
Web|Expreso|expreso.com.pe|“Elegimos a Villarán por valiente y honrada”|La primera dama Nadine Heredia defendió la elección de Susana Villarán como candidata a la vicepresidencia. A través de su cuenta en Twitter, la esposa de Ollanta Humala indicó que se “enfrentó a la mafia” durante su gestión en la Municipalidad de Lima. (...) De acuerdo al tuit de Nadine Heredia, Villarán fue elegida en la plancha encabezada por Daniel Urresti por ser “honrada” y “valiente”. .|21/12/2015|52||0||Nadine Heredia Alarcón|Daniel Urresti Elera|Neutro|2015-12
Medio Impreso|Nuevo Sol|Nuevo Sol|La jugada de Palacio: objetivo de Urresti es arrancarle votos a Keiko|La candidatura de Daniel Urresti ha sido definida por los analistas y politólogos como""una jugada de laboratorio""del nacionalismo. Desde cualquier punto de vista por donde se la mire, la candidatura presidencial del ex ministro del Interior ha sido una jugada preparada y ensayada. Desde el momento en que siendo Ministro alcanzó altos índices de popularidad, hasta la renuncia del ""candidato mentiroso"" Milton von Hesse, la propuesta ha obedecido a un elaborado plan estratégico. (...) El reciente ""quiebre"" en Fuerza Popular, siguiendo el liderazgo de Keiko Fujimori, se produce precisamente por la necesidad del fujimorismo de responder a un electorado que busca respuestas en la izquierda y no en la derecha.|31/12/2015|2523.33|477.65|0|4|Ricardo Vásquez Kunze|Daniel Urresti Elera|Neutro|2015-12
Televisión|Canal N|De 6 a 9|Susana Villarán integrará plancha presidencial de Gana Perú (Canal N)|Susana Villarán será postulante a la primera vicepresidencia por el Partido Nacionalista al lado de Daniel Urresti. La exalcaldesa de Lima dijo confiar en la inocencia de Urresti Elera en el caso Hugo Bustíos. En este informe también se recordó la relación de Villarán con el Gobierno.|22/12/2015|1988||142||Susana María del Carmen Villarán de la Puente|Daniel Urresti Elera|Positivo|2015-12
Medio Impreso|Exitosa|Exitosa Diario|Villarán cambia de camiseta y se convierte en la vicepresidenta de Urresti|Se acabó el misterio. El ex ministro del interior Daniel Urresti presentó ayer a los integrantes de su plancha presidencial que lo acompañarán en los comicios del 2016: la ex alcaldesa de Lima Susana Villarán (primera vicepresidenta) y el ex gobernador regional de Huancavelica Maciste Dí Abad (segundo vicepresidente).|21/12/2015|3985.95|457.71|0|3|Sharmelí Bustíos Patiño|Daniel Urresti Elera|Negativo|2015-12
Medio Impreso|Nuevo Sol|Nuevo Sol|Heredia no va al Congreso|Tras ratificar la plancha presidencial del Partido Nacionalista, su presidenta, Nadine Heredia, aseguró que no integrará la lista al Parlamento porque prefiere fortalecer a esta agrupación una vez que deje el poder. En declaraciones a RPP, la primera dama señaló que la fórmula presidencial que encabeza Daniel Urresti tiene como objetivo seguir trabajando sobre el legado que dejará el gobierno de Ollanta Humala en los temas de infraestructura y políticas sociales.|21/12/2015|1010.39|191.54|0|4|Nadine Heredia Alarcón|Daniel Urresti Elera|Positivo|2015-12
Medio Impreso|Del País|Del País|El sesgado análisis de la izquierda - Iván Arenas|La incorporación de Susana Villarán a la plancha del candidato nacionalista, Daniel Urresti, ha sorprendido a tirios y troyanas. (...) Ella nunca entendió que el mundo popular es más grande que sus construcciones ideológicas, y que el cemento y el ladrillo es urgencia en los conos y asentamientos humanos de una Lima que colapsa sin obra pública. Por allí se explica el estrepitoso fracaso de Villarán y el rotundo éxito de un alcalde constructor como Castañeda.|24/12/2015|1098|300.18|0|4|Iván Arenas|Daniel Urresti Elera|Negativo|2015-12
Web|La República|larepublica.pe|Susana Villarán: ""Hasta ahora le creo a Urresti, hasta hoy no hay elemento de prueba""|Entrevista. Susana Villarán, candidata a la vicepresidencia por Partido Nacional Peruano. (...) Eso ha pedido Sharmelí Bustíos, la hija del asesinado periodista, quien ha señalado que usted no es jueza para decir si es inocente... . .Quiero decirles a ella y a la viuda de Hugo Bustíos que siempre he luchado por sus derechos, para que los autores materiales e intelectuales de ese brutal asesinato sean severamente sancionados. Solo el Poder Judicial podrá decir si Daniel es inocente o culpable.|22/12/2015|1014.43||0||Susana María del Carmen Villarán de la Puente|Daniel Urresti Elera|Positivo|2015-12
Medio Impreso|Correo|Correo|“Para Villarán más pesa odio al fujimorismo”|La polémica decisión de Susana Villarán de sumarse a la plancha presidencial del candidato a la Presidencia por el Partido Nacionalista, Daniel Urresti, motivó más de una crítica por tratarse de una persona procesada por delitos contra los derechos humanos. Kenji Fujimori, hermano de la candidata de Fuerza Popular, respondió ayer a la exalcaldesa de Lima, quien aseguró que retomaba la competencia política para impedir que el fujimorismo llegue al poder. “Para la Sra. Villarán más pesa el odio al fujimorismo que su defensa de género. Se alía a Daniel Urresti ‘para que no gane Keiko’. ¡Qué propositiva!”, escribió en Twitter.|22/12/2015|4050.35|363.91|0|5|Susana María del Carmen Villarán de la Puente|Daniel Urresti Elera|Positivo|2015-12
Medio Impreso|Del País|Del País|En enero empezará""lucha frontal"" por conquistar segundo ugar en encuestas|Los próximos meses de campaña electoral se caracterizarán por ser una ""lucha frontal’ por conquistar el segundo lugar de las preferencias electorales, en la que el factor Daniel Urresti jugará un rol importante, manifestó el analista político, Luis Benavente. El analista sostuvo que la diferencia entre la intención de voto de Keiko Fujimori (Fuerza Popular) y el resto de sus rivales de primera Iínea provocará que estos enfoquen sus esfuerzos en conquistar una segunda posición para, de ese modo, llegar a la segunda vuelta.|18/12/2015|1300.58|309.94|0|3|Luis Benavente Gianella|Daniel Urresti Elera|Positivo|2015-12
Televisión|RPP|Las 5 de las 7|Entrevista a los congresistas Mauricio Mulder y Juan José Díaz Dios sobre los comentarios de Susana Villarán sobre Daniel Urresti (RPP TV)|Susana Villarán dijo que no es jueza para dar por inocente a Daniel Urresti. Sobre el particular, el congresista Mauricio Mulder indicó que lo que está buscando la exalcaldesa de Lima es ser congresista. A su turno, el legislador Juan José Díaz Dios sostuvo que Keiko Fujimori dijo que el gran error de Alberto Fujimori fue no construir un partido. Luego Mulder señaló que el partido de César Acuña compra a sus jales y comentó que PPK rechazó a Luis Favre porque pedía mucho.|21/12/2015|2015.52||456||Juan José Díaz Dios|Daniel Urresti Elera|Neutro|2015-12
Web|La República|larepublica.pe|Candidatos a la plancha (quemada)|Está el Sr. de los lobbies, PPK. Acusado no solo de mentir sobre su nacionalidad por ganar votos, sino también por ser un gestor de intereses de empresas. Un perfecto representante del individualismo y corporativismo a ultranza del neoliberalismo a la peruana: la empresa primero, la empresa segundo, la empresa tercero, y para el pueblo... el marketing, la flauta y los cuyes marca registrada. Y su compañera, la Sra. del Baguazo, Mercedes Aráoz, tentada otra vez por el poder luego de ser la azuzadora del Baguazo, pese a que ahora se desgañita diciendo que no dijo que se caía el TLC y que no hay nada en la prensa que la desmienta, acá un flashback televisivo de sus manos manchadas de sangre: https://goo.gl/WsycJj.|27/12/2015|1014.43||0||Claudia Cisneros|Daniel Urresti Elera|Negativo|2015-12
Medio Impreso|El Comercio|El Comercio Cuerpo A|Susto, denuncia y jale|¿Y ahora quién podrá defendernos? Con miles de cacos versus una policía que se desgasta dupleteando 24x24 y un Poder Judicial moroso y corrupto; es lógico que tengamos tremendas bombas que desactivar. La inseguridad trocó en pánico, el pánico cundió hasta ser tendencia y a los políticos se les dio por respuestas efectistas en este 2015. (...) Sin embargo, todos los voceros militares, además del comandante (r) Ollanta Humala y el general (r) Daniel Urresti, por entonces ministro del Interior, rechazaron la sugerencia. Y también lo hicieron, ya calentada la campaña, candidatos como Keiko, PPK y Acuña, con distintos matices sobre los casos excepcionales en los que las Fuerzas Armadas podrían colaborar –como lo hacen ya– con el orden interno.|26/12/2015|60423.3|1610.73|0|6|Fernando Vivas Sabroso|Daniel Urresti Elera|Neutro|2015-12
Medio Impreso|Expreso|Expreso|Nadine no postula al Congreso por estrategia legal|La negativa de Nadine Heredia a integrar la lista congresal del Partido Nacionalista se debe a que una probable presencia suya en el Parlamento la iba a exponer mu cho más en lo que respecta a las acusaciones fiscales que afronta sobre los aportes a su agrupación política y además porque podría perjudicar la candidatura de Daniel Urresti, indicaron parlamentarios de diversas bancadas.|22/12/2015|939.11|153.51|0|5|Yonhy Lescano Ancieta|Daniel Urresti Elera|Neutro|2015-12
Radio|Radio San Borja|San Borja Noticias - Edición Matinal|Entrevista a la congresista Rosa Mavila (San Borja)|Entrevista. La congresista Rosa Mavila comentó la sentencia a la mujer que agredió al policía en el aeropuerto Jorge Chávez y sostuvo que “esta bien en parte”, sin embargo considera que es un poco excesiva. Señaló que los jueces deben equilibrar los “factores de ponderación. Con respecto a la decisión de la exalcaldesa Susana Villarán -de integrarse a la plancha presidencial del nacionalismo-, manifestó que desde su punto de vista ha hecho una “pésima apuesta política”, pues no tiene impresión del desgarre del oficialismo. Mavila aseveró que el ciudadano no se debe dejar llevar por el talento de palabra que tienen los candidatos. Sobre la candidata Keiko Fujimori, cuestionó qué tiene que decir de sus integrantes de plancha electoral, por su pasado vinculado a la corrupción. Se refirió también a la posición del candidato Yehude Simon y recalcó que como grupo político no buscan gobernar sin sentido, pues todos tienen la experiencia.|21/12/2015|942.67||881||Rosa Mavila León|Daniel Urresti Elera|Negativo|2015-12
Radio|Radio San Borja|San Borja Noticias -Tarde |Entrevista al legislador Heriberto Benítez (San Borja)|Entrevista. El congresista Heriberto Benítez sostuvo que le gustaría postular a la reelección al Parlamento en las próximas elecciones. Añadió que de ninguna manera postularía con la lista congresal de Alan García y Keiko Fujimori. Además, Benítez sostuvo que está dispuesto a conversar con el candidato presidencial César Acuña para integrarse a su campaña. En otro momento, precisó que espera que Anel Townsend mantenga sus ideales a pesar de que cambie de agrupaciones políticas.|21/12/2015|1066.79||997||Heriberto Benítez Rivas|Daniel Urresti Elera|Neutro|2015-12
